City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
258,luderitz,-26.6481,15.1594,62.72600000000009,81,0,2.26,NA,1676940121
259,chumphon,10.3333,98.8333,71.31200000000005,90,100,0.85,TH,1676940270
260,iralaya,15.0,-83.2333,75.83000000000004,83,0,4.25,HN,1676940270
261,bambanglipuro,-7.95,110.2833,79.89800000000002,80,97,2.96,ID,1676940271
262,the pas,53.8251,-101.2541,-0.38199999999996237,55,0,3.6,CA,1676940271
263,hobyo,5.3505,48.5268,74.67800000000007,71,12,7.76,SO,1676940272
264,srednekolymsk,67.45,153.6833,-30.20799999999995,91,90,1.11,RU,1676940027
265,alta floresta,-9.8756,-56.0861,69.33200000000002,99,100,0.63,BR,1676940181
266,saint george,37.1041,-113.5841,63.194000000000074,16,0,5.14,US,1676940011
267,pangnirtung,66.1451,-65.7125,-11.199999999999946,70,100,7.72,CA,1676940273
268,faya,18.3851,42.4509,50.108000000000004,71,42,1.36,SA,1676940273
269,bunia,1.5667,30.25,67.62200000000004,36,94,1.87,CD,1676940273
270,boyolangu,-8.1181,111.8935,79.61000000000008,77,100,0.36,ID,1676940180
271,sibolga,1.7427,98.7792,77.18000000000004,85,100,0.94,ID,1676940274
272,antofagasta,-23.65,-70.4,70.88000000000004,85,100,2.75,CL,1676940163
273,kismayo,-0.3582,42.5454,76.208,81,99,7.24,SO,1676940274
274,santa cruz de tenerife,28.4682,-16.2546,64.61600000000001,90,75,6.17,ES,1676940274
275,biltine,14.5333,20.9167,71.07800000000006,16,9,5.18,TD,1676940275
276,ischia,40.7342,13.9471,53.45600000000003,78,6,1.2,IT,1676940275
277,bonthe,7.5264,-12.505,75.25400000000005,88,0,1.84,SL,1676940275
278,kahului,20.8947,-156.47,82.41800000000009,59,40,6.17,US,1676940155
279,angoram,-4.0625,144.0661,83.93000000000004,67,100,3.36,PG,1676940276
280,lasa,46.6166,10.7002,47.28200000000002,65,100,2.11,IT,1676940276
281,asmara,15.3333,38.9333,52.66400000000003,24,100,0.57,ER,1676940276
282,daneti,43.9833,24.05,43.088000000000044,67,100,5.99,RO,1676940276
283,niksar,40.5917,36.9517,31.604000000000052,93,51,1.92,TR,1676940277
284,wainwright,52.839,-110.8572,2.87600000000009,97,100,1.21,CA,1676940277
285,carnarvon,-24.8667,113.6333,77.72000000000006,71,6,7.2,AU,1676940177
286,pontianak,-0.0333,109.3333,76.98200000000001,88,20,1.54,ID,1676940277
287,sobolevo,54.4299,31.8996,25.48399999999999,97,100,5.31,RU,1676940167
288,ahipara,-35.1667,173.1667,72.392,60,1,2.16,NZ,1676940278
289,mount isa,-20.7333,139.5,85.766,54,40,1.54,AU,1676940278
290,myronivka,49.6601,30.9823,39.50600000000003,94,100,11.08,UA,1676940278
291,hofn,64.2539,-15.2082,32.48600000000007,73,31,5.32,IS,1676940179
292,mahebourg,-20.4081,57.7,80.88800000000005,89,75,8.23,MU,1676940160
293,ngunguru,-35.6167,174.5,67.28000000000004,78,9,3.67,NZ,1676940279
294,puerto ayacucho,5.6639,-67.6236,81.64400000000008,52,100,5.41,VE,1676940279
295,hermiston,45.8404,-119.2895,56.94800000000002,57,20,10.29,US,1676940279
296,magistralnyy,56.1725,107.4458,11.966000000000008,94,100,1.74,RU,1676940280
297,almaznyy,48.0448,40.045,27.194000000000074,75,100,7.04,RU,1676940280
298,yakeshi,49.2833,120.7333,-11.03799999999994,93,78,0.87,CN,1676940238
299,norsup,-16.0667,167.3833,84.95600000000003,69,99,2.81,VU,1676940280
300,mungaoli,24.4167,78.1,64.5260000000001,25,0,3.61,IN,1676940208
301,chaohu,31.6,117.8667,39.00200000000008,65,100,7.73,CN,1676940281
302,sitka,57.0531,-135.33,42.69199999999999,42,0,5.14,US,1676940281
303,camacha,33.0833,-16.3333,58.424000000000014,72,40,4.12,PT,1676940281
304,honningsvag,70.9821,25.9704,20.948000000000025,79,100,3.09,NO,1676940282
305,muscat,23.6139,58.5922,69.81800000000008,63,100,4.52,OM,1676940102
306,dhidhdhoo,6.8833,73.1,80.51000000000008,76,15,3.08,MV,1676940282
307,beringovskiy,63.05,179.3167,3.3080000000000034,93,97,3.4,RU,1676940282
308,kawalu,-7.3817,108.2082,77.70200000000008,80,87,0.25,ID,1676940283
309,balykshi,47.0667,51.8667,32.0,100,75,1.0,KZ,1676940283
310,iraquara,-12.2486,-41.6194,66.65,93,40,1.93,BR,1676940283
311,tigil,57.8,158.6667,-1.119999999999962,88,81,2.17,RU,1676940283
312,manyoni,-5.7467,34.8382,62.81600000000001,91,99,1.24,TZ,1676940284
